"InventoryID","Glottocode","ISO6393","LanguageName","SpecificDialect","GlyphID","Phoneme","Allophones","Marginal","SegmentClass","Source","tone","stress","syllabic","short","long","consonantal","sonorant","continuant","delayedRelease","approximant","tap","trill","nasal","lateral","labial","round","labiodental","coronal","anterior","distributed","strident","dorsal","high","low","front","back","tense","retractedTongueRoot","advancedTongueRoot","periodicGlottalSource","epilaryngealSource","spreadGlottis","constrictedGlottis","fortis","lenis","raisedLarynxEjective","loweredLarynxImplosive","click"
90,"kumi1248","dih","Digueno",NA,"0294","ʔ","ʔ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
90,"kumi1248","dih","Digueno",NA,"03B2","β","β b",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
90,"kumi1248","dih","Digueno",NA,"0061","a","a a a ɑ ʌ a ɒ æ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"0061+02D0","aː","aː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"0065+02D0","eː","ɪː eː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"006F+02D0","oː","oː ʊː oː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"0254","ɔ","ɔ ɔ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"0254+02D0","ɔː","ɔː ɔː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"0259","ə","ə ə ə ə ə ə",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","-","-","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"026A","ɪ","ɪ ɛ ɪ ɪ e̞ ɪ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","-","-","-","+","-","-","-","0","0","-","-","0"
90,"kumi1248","dih","Digueno",NA,"028A","ʊ","o ʊ ʊ ʊ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0068","h","h x",NA,"consonant","spa","0","-","-","-","-","-","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006A","j","j j̥",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006A+02D0","jː","jː",NA,"consonant","spa","0","-","-","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02B0","kʰ","k̚ kʰ cʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02B0+02D0","kʰː","kʰː kcʰ",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02B7+02B0","kʷʰ","kʷʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02B7+02B0+02D0","kʷʰː","kʷʰː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02B7+02BC","kʷʼ","kʷʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02B7+02BC+02D0","kʷʼː","kʷʼː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02BC","kʼ","kʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"006B+02BC+02D0","kʼː","kʼː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"006C","l","l l̥",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006C+02D0","lː","lː",NA,"consonant","spa","0","-","-","-","+","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006D","m","m̥ m",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006D+02D0","mː","mː",NA,"consonant","spa","0","-","-","-","+","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006E","n","n n̥",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"006E+02D0","nː","nː",NA,"consonant","spa","0","-","-","-","+","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0070","p","p p̚",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0070+02BC","pʼ","pʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0070+02BC+02D0","pʼː","pʼː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0070+02D0","pː","pː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0073","s","s",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0073+02D0","sː","sː",NA,"consonant","spa","0","-","-","-","+","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074","t","t̚ t",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0073+02B0","tsʰ","tsʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0073+02B0+02D0","tsʰː","tsʰː",NA,"consonant","spa","0","-","-","-","+","+","-","-","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0073+02BC","tsʼ","tsʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0073+02BC+02D0","tsʼː","tsʼː",NA,"consonant","spa","0","-","-","-","+","+","-","-","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+02BC","tʼ","tʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+02BC+02D0","tʼː","tʼː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+02D0","tː","tː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0320+0283+02B0","t̠ʃʰ","t̠ʃʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0320+0283+02B0+02D0","t̠ʃʰː","t̠ʃʰː",NA,"consonant","spa","0","-","-","-","+","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0320+0283+02BC","t̠ʃʼ","t̠ʃʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0074+0320+0283+02BC+02D0","t̠ʃʼː","t̠ʃʼː",NA,"consonant","spa","0","-","-","-","+","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
91,"zuni1245","zun","Zuni",NA,"0077","w","w ʍ",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0077+02D0","wː","wː",NA,"consonant","spa","0","-","-","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0078+0068","xh","xh",NA,"consonant","spa","0","-","-","-","-","+,-","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","+,-","+","-","-","-","0","-","-","-","-","-,+","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"026C","ɬ","ɬ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"026C+02D0","ɬː","ɬː",NA,"consonant","spa","0","-","-","-","+","+","-","+","+","-","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0283","ʃ","ʃ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0283+02D0","ʃː","ʃː",NA,"consonant","spa","0","-","-","-","+","+","-","+","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0294","ʔ","ʔ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0294+02D0","ʔː","ʔː",NA,"consonant","spa","0","-","-","-","+","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
91,"zuni1245","zun","Zuni",NA,"0061","a","ḁ a aˑ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0061+02D0","aː","aː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0069","i","iˑ i̥ i",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0069+02D0","iː","iː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0075","u","uˑ u̥ u",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0075+02D0","uː","uː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0254","ɔ","ɔ ɔˑ ɔ̥",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"0254+02D0","ɔː","ɔː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"025B","ɛ","ɛ̥ ɛ ɛˑ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","-","-","-","+","-","-","-","0","0","-","-","0"
91,"zuni1245","zun","Zuni",NA,"025B+02D0","ɛː","ɛː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","-","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0062","b","b",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0064","d","d",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0068","h","h",NA,"consonant","spa","0","-","-","-","-","-","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"006A","j","j",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"006B","k","k",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"006B+02B7","kʷ","kʷ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"006B+02B7+02BC","kʷʼ","kʷʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
92,"picu1248","twf","Tiwa",NA,"006B+02BC","kʼ","kʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
92,"picu1248","twf","Tiwa",NA,"006C","l","l lʲ",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"006D","m","m",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"006E","n","n ŋ",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0070","p","p",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0070+02B0","pʰ","pʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0070+02BC","pʼ","pʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
92,"picu1248","twf","Tiwa",NA,"0072","r","r",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","+","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0073","s","s",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0074","t","t",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0074+02B0","tʰ","tʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0074+02BC","tʼ","tʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
92,"picu1248","twf","Tiwa",NA,"0074+0320+0283","t̠ʃ","t̠ʃ ts",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0077","w","w",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0078","x","x",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0078+02B7","xʷ","xʷ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0261","ɡ","ɡ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","+","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"026C","ɬ","ɬ sɬ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"0294","ʔ","ʔ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
92,"picu1248","twf","Tiwa",NA,"02E5","˥","˥",NA,"tone","spa","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
92,"picu1248","twf","Tiwa",NA,"02E7","˧","˧",NA,"tone","spa","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
92,"picu1248","twf","Tiwa",NA,"02E9","˩","˩",NA,"tone","spa","+","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
92,"picu1248","twf","Tiwa",NA,"0065","e","e̞ ɛ e",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0065+0303","ẽ","ɛ̃ ẽ̞ ẽ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0069","i","ɪ i",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0069+0303","ĩ","ɪ̃ ĩ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"006F","o","ɔ o o̞",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"006F+0303","õ","ɔ̃ õ õ̞",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","+","-","+","+","-","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0075","u","u",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0075+0303","ũ","ũ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","+","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0251","ɑ","ɑ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","+","0","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0251+0303","ɑ̃","ɑ̃",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","-","+","-","+","0","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0259","ə","ə",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","-","-","-","-","+","-","-","-","0","0","-","-","0"
92,"picu1248","twf","Tiwa",NA,"0259+0303","ə̃","ə̃",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","+","-","-","0","0","-","0","0","0","+","-","-","-","-","-","-","-","+","-","-","-","0","0","-","-","0"
93,"tewa1260","tew","Tewa",NA,"0062","b","b",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
93,"tewa1260","tew","Tewa",NA,"0064","d","d",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
93,"tewa1260","tew","Tewa",NA,"0064+0320+0292","d̠ʒ","d̠ʒ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
