"InventoryID","Glottocode","ISO6393","LanguageName","SpecificDialect","GlyphID","Phoneme","Allophones","Marginal","SegmentClass","Source","tone","stress","syllabic","short","long","consonantal","sonorant","continuant","delayedRelease","approximant","tap","trill","nasal","lateral","labial","round","labiodental","coronal","anterior","distributed","strident","dorsal","high","low","front","back","tense","retractedTongueRoot","advancedTongueRoot","periodicGlottalSource","epilaryngealSource","spreadGlottis","constrictedGlottis","fortis","lenis","raisedLarynxEjective","loweredLarynxImplosive","click"
1,"kore1280","kor","Korean",NA,"0068","h","ç h ɦ",NA,"consonant","spa","0","-","-","-","-","-","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006A","j","j",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006B","k","k̚ ɡ k",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006B+02B0","kʰ","kʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006B+02C0","kˀ","kˀ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006C","l","ɾ l lʲ",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006D","m","mb m",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"006E","n","nd nʲ n̚ n",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0070","p","p b p̚",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0070+02B0","pʰ","pʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0070+02C0","pˀ","pˀ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0073","s","s z ʃ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0073+02C0","sˀ","sˀ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0074","t","d t t̚",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0074+02B0","tʰ","tʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0074+02C0","tˀ","tˀ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0074+0320+0283","t̠ʃ","ts t̠ʃ d̠ʒ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0074+0320+0283+02B0","t̠ʃʰ","t̠ʃʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0074+0320+0283+02C0","t̠ʃˀ","t̠ʃˀ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0077","w","w",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"014B","ŋ","ŋ",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","+","-","-","-","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0294","ʔ","ʔ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
1,"kore1280","kor","Korean",NA,"0061","a","a",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0061+02D0","aː","aː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0065","e","e",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0065+02D0","eː","eː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0069","i","i",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0069+02D0","iː","iː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"006F","o","o",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"006F+02D0","oː","oː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0075","u","u",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0075+02D0","uː","uː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0079","y","y",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"00E6","æ","ɛ æ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","+","-","0","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"00E6+02D0","æː","æː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","+","-","0","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"00F8","ø","ø",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0264","ɤ","ɤ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"0264+02D0","ɤː","ɤː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"026F","ɯ","ɯ̥ ɯ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
1,"kore1280","kor","Korean",NA,"026F+02D0","ɯː","ɯː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0062","b","pʲ β p b",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0064","d","d d r",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0064+02B2","dʲ","dʲ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-,+","+","-","+","-","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0068","h","h",NA,"consonant","spa","0","-","-","-","-","-","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"006B+031F","k̟","ɡ k ɡ̟ k̟",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","0","-","-","-","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"006C+02B2","lʲ","lʲ l̥ʲ",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-,+","+","-","+","-","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"006C+02E0","lˠ","lˠ l̥ˠ",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-,+","+","-","-","-","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"006D","m","m m̥",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"006E","n","n n̥",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"006E+02B2","nʲ","n̥ʲ nʲ",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-,+","+","-","+","-","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0071","q","ɣ qχ ɢ ʁ q ʀ χ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","+","0","-","-","-","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0073","s","s",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0073+02B2","sʲ","sʲ sʲ ʃʲ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-,+","+","-","+","-","0","-","-","-","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0074","t","t t",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0074+02B2","tʲ","tʲ t̠ʃʲ tʲ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-,+","+","-","+","-","0","-","-","-","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"014B","ŋ","ŋ ŋ̥",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0294","ʔ","ʔ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"029D","ʝ","ʝ",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","-","+","-","+","+","-","+","-","0","-","-","+","-","-","-","-","-","-","-","-"
2,"kett1243","ket","Ket",NA,"0061","a","a̟ a",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0061+02D0","aː","aː a̟ː aː a̟ː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0069","i","i ɪ i",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0069+02D0","iː","iː iː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0075+02D0","uː","uː uː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","+","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"00E6","æ","ɛ æ æ e",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","+","-","0","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"00E6+02D0","æː","æː ɛː æː ɛː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","-","+","+","-","0","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0254","ɔ","o ɔ ø",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0254+02D0","ɔː","ɔː ɔː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0268","ɨ","ɨ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","+","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0268+02D0","ɨː","ɨː ɨː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","+","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0275+031E","ɵ̞","ɵ̞",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"0275+031E+02D0","ɵ̞ː","ɵ̞ː ɵ̞ː",NA,"vowel","spa","0","-","+","-","+","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","-","-","-","-","0","-","-","+","-","-","-","0","0","-","-","0"
2,"kett1243","ket","Ket",NA,"028A","ʊ","ʊ",NA,"vowel","spa","0","-","+","-","-","-","+","+","0","+","-","-","-","-","+","+","-","-","0","0","0","+","+","-","-","+","-","-","-","+","-","-","-","0","0","-","-","0"
3,"lakk1252","lbe","Lak",NA,"0062","b","b",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0064","d","d",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0068","h","h",NA,"consonant","spa","0","-","-","-","-","-","-","+","+","-","-","-","-","-","-","0","0","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006A","j","j",NA,"consonant","spa","0","-","-","-","-","-","+","+","0","+","-","-","-","-","-","0","0","-","0","0","0","+","+","-","+","-","+","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006B+02B0","kʰ","kʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006B+02B7+02B0","kʷʰ","kʷʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006B+02B7+02BC","kʷʼ","kʷʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"006B+02BC","kʼ","kʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"006B+0348","k͈","k͈",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006B+0348+02B7","k͈ʷ","k͈ʷ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","+","-","-","-","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006C","l","l",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","-","-","+","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006D","m","m",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"006E","n","n",NA,"consonant","spa","0","-","-","-","-","+","+","-","0","-","-","-","+","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0070+02B0","pʰ","pʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0070+02BC","pʼ","pʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0070+0348","p͈","p͈",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","+","-","-","-","0","0","0","-","0","0","0","0","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0071+02B0","qʰ","qʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","+","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0071+02B7+02B0","qʷʰ","qʷʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","-","-","-","+","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0071+02B7+02BC","qʷʼ","qʷʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","-","-","-","+","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0071+02BC","qʼ","qʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","+","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0071+0348","q͈","q͈",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","-","0","0","0","+","-","-","-","+","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0071+0348+02B7","q͈ʷ","q͈ʷ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-,+","+","-","-","0","0","0","+","-","-","-","+","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0072","r","r",NA,"consonant","spa","0","-","-","-","-","+","+","+","0","+","-","+","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","+","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0073","s","s",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0073+0348","s͈","s͈",NA,"consonant","spa","0","-","-","-","-","+","-","+","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0073+02B0","tsʰ","tsʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0073+02B7+02B0","tsʷʰ","tsʷʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-,+","+","-","+","+","-","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0073+02B7+02BC","tsʷʼ","tsʷʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-,+","+","-","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0073+02BC","tsʼ","tsʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","+","-","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+02B0","tʰ","tʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+02BC","tʼ","tʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","-","-","-","-","-","-","-","0","0","+","+","-","-","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0320+0283+02B0","t̠ʃʰ","t̠ʃʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0320+0283+02B7+02B0","t̠ʃʷʰ","t̠ʃʷʰ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-,+","+","-","+","-","+","+","-","0","0","0","0","0","-","-","-","-","+","-","-","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0320+0283+02B7+02BC","t̠ʃʷʼ","t̠ʃʷʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-,+","+","-","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0320+0283+02BC","t̠ʃʼ","t̠ʃʼ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","+","-","-","+","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0320+0348+0283","t̠͈ʃ","t̠͈ʃ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-","0","0","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","-","+","-","-","-","-"
3,"lakk1252","lbe","Lak",NA,"0074+0320+0348+0283+02B7","t̠͈ʃʷ","t̠͈ʃʷ",NA,"consonant","spa","0","-","-","-","-","+","-","-","+","-","-","-","-","-","-,+","+","-","+","-","+","+","-","0","0","0","0","0","-","-","-","-","-","-","+","-","-","-","-"
